date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD)
2018-01-19,5740270.55838,746,705223000.0,64.11,36063000.0,
2018-01-20,7981518.26475,1198,855913000.0,77.81,52915200.0,
2018-01-21,10290933.6031,803,1061410000.0,96.49,46791400.0,
2018-01-22,3877456.5447,529,970589000.0,88.24,16467100.0,
2018-01-23,3199642.14767,552,933695000.0,84.88,25923200.0,
2018-01-24,7028657.45633,790,966488000.0,87.86,20910000.0,
2018-01-25,6852482.0153,584,999131000.0,90.83,12081300.0,
2018-01-26,35052932.8632,527,965177000.0,87.74,13756300.0,
2018-01-27,8760100.23232,511,926620000.0,84.24,10225900.0,
2018-01-28,3416382.21775,509,924453000.0,84.04,7570840.0,
2018-01-29,2609520.23911,372,935789000.0,85.07,12013200.0,
2018-01-30,9756665.37589,514,876159000.0,79.65,10547800.0,
2018-01-31,3783978.72465,538,748325000.0,68.03,8319600.0,
2018-02-01,6559360.55556,850,752171000.0,68.38,10500800.0,
2018-02-02,5014526.86991,1696,714091000.0,64.92,14427000.0,
2018-02-03,3453537.60777,464,645385000.0,58.67,5481660.0,
2018-02-04,17975857.2272,472,668619000.0,60.78,6639070.0,
2018-02-05,75518637.6023,579,554347000.0,50.4,9728740.0,
2018-02-06,48717385.278,545,474178000.0,43.11,10009800.0,
2018-02-07,2433026.38412,449,518327000.0,47.12,6312240.0,
2018-02-08,1913463.6987,352,519981000.0,47.27,4719340.0,
2018-02-09,15570158.9464,366,574616000.0,52.24,6800400.0,
